시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,설치년도,설치목적,데이터기준일자,제공기관코드,제공기관명
연산9동배수펌프장,부산광역시,연제구,부산광역시 연제구 온천천남로 110,부산광역시 연제구 연산동 388-1,35.1907590700,129.1006281000,051-665-5042,2011,내수배제,2025-07-17,3370000,부산광역시 연제구
연산4동배수펌프장,부산광역시,연제구,부산광역시 연제구 중앙대로 1164,부산광역세 연제구 연산동 578-1,35.1913830979,129.0812578364,051-665-5041,2010,내수배제,2025-07-17,3370000,부산광역시 연제구
신금로배수펌프장,부산광역시,연제구,부산광역시 연제구 온천천남로 39,부산광역시 연제구 연산동 503-1,35.1924816000,129.0951416,051-665-5042,2022,내수배제,2025-07-17,3370000,부산광역시 연제구
거제배수펌프장,부산광역시,연제구,부산광역시 연제구 반송로 107,부산광역시 연제구 거제동 630,35.1928257,129.0899754799,051-665-5041,2017,내수배제,2025-07-17,3370000,부산광역시 연제구
앞골입구간이배수펌프장,경기도,파주시,경기도 파주시 앞골길 380,경기도 파주시 아동동 251-1,37.768502422,126.7838162051,,2012,침수방지,2025-07-21,4060000,경기도 파주시
두지리간이배수펌프장,경기도,파주시,,경기도 파주시 적성면 두지리 79-2,37.9655090156,126.8936016148,,2014,침수방지,2025-07-21,4060000,경기도 파주시
갈현3간이배수펌프장,경기도,파주시,,경기도 파주시 탄현면 갈현리 1907-1,37.7629371435,126.6993507541,,2000,침수방지,2025-07-21,4060000,경기도 파주시
낙하리간이배수펌프장,경기도,파주시,,경기도 파주시 탄현면 낙하리 172-7,37.8435008672,126.7273346165,,2001,침수방지,2025-07-21,4060000,경기도 파주시
연풍5간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 연풍리 117-10,37.8273209563,126.8412829406,,2012,침수방지,2025-07-21,4060000,경기도 파주시
연풍4간이배수펌프장,경기도,파주시,경기도 파주시 파주읍 연풍내길 25,경기도 파주시 파주읍 연풍리 287-5,37.8279939543,126.8411772148,,2005,침수방지,2025-07-21,4060000,경기도 파주시
연풍3간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 연풍리 299-8,37.8281727218,126.8380529744,,2001,침수방지,2025-07-21,4060000,경기도 파주시
연풍2간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 연풍리 300-4,37.8277618844,126.8384134016,,2001,침수방지,2025-07-21,4060000,경기도 파주시
연풍1간이배수펌프장,경기도,파주시,경기도 파주시 파주읍 연풍4길 76-16,경기도 파주시 파주읍 연풍리 309-34,37.8280730884,126.8367188165,,2001,침수방지,2025-07-21,4060000,경기도 파주시
백석5간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 백석리 124-15,37.8014758799,126.8111276419,,2001,침수방지,2025-07-21,4060000,경기도 파주시
소룡배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 해망로 546-8,전북특별자치도 군산시 소룡동 1524-29,35.983001,126.683401,063-454-3875,2018,우수배제,2025-08-04,4671000,전북특별자치도 군산시
내항배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 내항2길 45,전북특별자치도 군산시 장미동 1-72,35.990901,126.713501,063-454-3875,2017,우수배제,2025-08-04,4671000,전북특별자치도 군산시
경포배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 경포천서길 61,전북특별자치도 군산시 경암동 609-117,35.979101,126.725801,063-454-3875,1999,우수배제,2025-08-04,4671000,전북특별자치도 군산시
중동2배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 해망로 132-12,전북특별자치도 군산시 금암동 292-41,35.987401,126.723101,063-454-3875,2015,우수배제,2025-08-04,4671000,전북특별자치도 군산시
구암배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 외산4길 10,전북특별자치도 군산시 구암동 601-119,35.987201,126.741201,063-454-3875,2013,우수배제,2025-08-04,4671000,전북특별자치도 군산시
향로배수펌프장,강원특별자치도,동해시,,강원특별자치도 동해시 발한동 80-108,37.54305811,129.1113119,033-530-2455,2004,"태풍, 집중호우 재해예방",2025-08-05,4211000,강원특별자치도 동해시
단월배수펌프장,경기도,이천시,경기도 이천시 진상미로 2083-372(단월동),경기도 이천시 단월동 224,37.23269695,127.4456976,,2019,농경침수방지용,2025-08-05,4070000,경기도 이천시
주미배수펌프장,경기도,이천시,경기도 이천시 호법면 이섭대천로572번길 180-39 (주미리),경기도 이천시 호법면 주미리 100-4,37.2289713,127.4410108,,2005,농경침수방지용,2025-08-05,4070000,경기도 이천시
제요배수펌프장,경기도,이천시,경기도 이천시 설성면 진상미로 117-300 (제요리),경기도 이천시 설성면 제요리 640-4,37.10136509,127.5567413,,2001,농경침수방지용,2025-08-05,4070000,경기도 이천시
오남배수펌프장,경기도,이천시,경기도 이천시 장호원읍 장터로 80 (장호원리),경기도 이천시 장호원읍 장호원리 80-5,37.11551615,127.6338203,,1996,도시침수방지용,2025-08-05,4070000,경기도 이천시
노탑배수펌프장,경기도,이천시,경기도 이천시 장호원읍 장여로37번길 4 (노탑리),경기도 이천시 장호원읍 노탑리 834,37.12102828,127.6309374,,1998,도시침수방지용,2025-08-05,4070000,경기도 이천시
구시배수펌프장,경기도,이천시,경기도 이천시 대월면 대장로 616-7 (구시리),경기도 이천시 대월면 구시리 26-2,37.21593602,127.5134269,,2012,농경침수방지용,2025-08-05,4070000,경기도 이천시
갈산배수펌프장,경기도,이천시,경기도 이천시 황무로 1081-200 (갈산동),경기도 이천시 갈산동 7-7,37.29205686,127.4749163,,2004,농경침수방지용,2025-08-05,4070000,경기도 이천시
유등배수펌프장,경상북도,청도군,,경상북도 청도군 화양읍 유등리 1713-1,35.6720321,128.6959178,054-370-2325,2007,침수방지,2025-08-05,5190000,경상북도 청도군
포평배수장,충청남도,금산군,,충청남도 금산군 제원면 저곡리 378-2,36.11655342,127.5601558,041-750-2752,2023,저곡리 농경지 침수예방을 위한 배수펌프장,2025-08-06,4550000,충청남도 금산군
용천맨홀배수펌프장,부산광역시,해운대구,부산광역시 해운대구 수영강변대로 382(센텀피오레APT 앞),부산광역시 해운대구 재송동 1302번지 앞,35.19271178,129.1150835,051-749-4871,2020,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
재송2배수펌프장,부산광역시,해운대구,부산광역시 해운대구 해운대로 89번가길 13(재송동) 부근,부산광역시 해운대구 재송동 188 부근,35.18944656,129.121561,051-749-4871,2004,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
반여2배수펌프장,부산광역시,해운대구,부산광역시 해운대구 수영강변대로 527(반여동),부산광역시 해운대구 반여동 1502-16번지,35.20492279,129.1196129,051-749-4871,2003,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
반여1배수펌프장,부산광역시,해운대구,부산광역시 해운대구 수영강변대로 606,부산광역시 해운대구 반여동 1502-67,35.2114392,129.1218042,051-749-4871,2002,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
재송1배수펌프장,부산광역시,해운대구,부산광역시 해운대구 수영강변대로 353(재송동),부산광역시 해운대구 재송동 1276,35.190134,129.1157834,051-749-4871,1992,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
우2동 배수펌프장,부산광역시,해운대구,,부산광역시 해운대구 우동 1185-206번지,35.16954977,129.1390876,051-749-4871,1997,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
우동맨홀 배수펌프장,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 197번가길 20-6(우동),부산광역시 해운대구 우동870-2,35.15980135,129.152904,051-749-4871,2013,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
송정게이트2 배수펌프장,부산광역시,해운대구,부산광역시 해운대구 송정중앙로15번길 120-3 부근,부산광역시 해운대구 송정동 174-15 부근,35.1878893,129.2061014,051-749-4871,2013,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
송정게이트1 배수펌프장,부산광역시,해운대구,부산광역시 해운대구 송정강변로 51(송정동) 부근,부산광역시 해운대구 송정동 183-17번지 부근,35.18605628,129.2048672,051-749-4871,2013,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
송정배수펌프장,부산광역시,해운대구,부산광역시 해운대구 해운대로 1100(송정동) 부근,부산광역시 해운대구 송정동 138-3 부근,35.18395078,129.2011864,051-749-4871,2012,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
춘천배수펌프장,부산광역시,해운대구,부산광역시 해운대구 해운대해변로209번가길32(우동),부산광역시 해운대구 우동 649-6,35.1591168,129.1573505,051-749-4871,1995,태풍 및 기습호우 발생 시 침수 피해 방지,2025-08-08,3330000,부산광역시 해운대구
성당배수펌프장,전북특별자치도,익산시,,전북특별자치도 익산시 성당리 238-1,36.133166,126.919413,,2003,침수방지용,2025-08-07,4681000,전북특별자치도 익산시
연동배수펌프장,전북특별자치도,익산시,전북특별자치도 익산시 현내로 245-4,전북특별자치도 익산시 부곡리 41,36.1085936,126.9430837,,2003,침수방지용,2025-08-07,4681000,전북특별자치도 익산시
대장배수펌프장,전북특별자치도,익산시,,전북특별자치도 익산시 춘포리 988-11,35.897741,127.006341,,2011,침수방지용,2025-08-07,4681000,전북특별자치도 익산시
인수리배수펌프장,전북특별자치도,익산시,,전북특별자치도 익산시 오산리 30-2,35.9259828,127.0356523,,1998,침수방지용,2025-08-07,4681000,전북특별자치도 익산시
신천배수펌프장,전북특별자치도,익산시,,전북특별자치도 익산시 석탄동 1070-37,35.9210898,126.9540349,,2011,침수방지용,2025-08-07,4681000,전북특별자치도 익산시
고잔배수펌프장,전북특별자치도,익산시,,전북특별자치도 익산시 평화동 318-44,35.9227037758,126.9408017,,2010,침수방지용,2025-08-07,4681000,전북특별자치도 익산시
목천소배수펌프장,전북특별자치도,익산시,,전북특별자치도 익산시 목천리 1177-8,35.913776,126.931576,,1988,침수방지용,2025-08-07,4681000,전북특별자치도 익산시
목천배수펌프장,전북특별자치도,익산시,,전북특별자치도 익산시 목천동 1355-9,35.914528,126.937431,,1988,침수방지용,2025-08-07,4681000,전북특별자치도 익산시
유천배수펌프장,전북특별자치도,익산시,,전북특별자치도 익산시 석탄동 1016-50,35.9137936735,126.9503768586,,2000,침수방지용,2025-08-07,4681000,전북특별자치도 익산시
YJ-3 맨홀펌프장,경상북도,영주시,경상북도 영주시 영주로 246,경상북도 영주시 하망동 326-10,36.825430,128.626500,054-639-7280,2012,침수방지용,2025-08-11,5090000,경상북도 영주시
YJ-2 맨홀펌프장,경상북도,영주시,경상북도 영주시 중앙로 40-1,경상북도 영주시 영주동 470-74,36.820300,128.620700,054-639-7280,2012,침수방지용,2025-08-11,5090000,경상북도 영주시
상패4배수장,경기도,동두천시,경기도 동두천시 동광로 10-20,경기도 동두천시 상패동 56-7,37.90746304,127.0488476,,2012,도시침수방지,2025-08-12,3920000,경기도 동두천시
상패3배수장,경기도,동두천시,경기도 동두천시 상패로 112-23,경기도 동두천시 상패동 20-10,37.9111173,127.0511045,,2016,도시침수방지,2025-08-12,3920000,경기도 동두천시
상패2배수장,경기도,동두천시,경기도 동두천시 상패로168번길 12,경기도 동두천시 상패동 9-92,37.91528144,127.0543718,,2016,도시침수방지,2025-08-12,3920000,경기도 동두천시
상패1배수장,경기도,동두천시,경기도 동두천시 상패로189번길 11,경기도 동두천시 상패동 2-29,37.91718746,127.0530075,,2012,도시침수방지,2025-08-12,3920000,경기도 동두천시
소요3배수장,경기도,동두천시,,경기도 동두천시 하봉암동 92-27,37.97083011,127.0644112,,2012,도시침수방지,2025-08-12,3920000,경기도 동두천시
장암동 배수펌프장,경기도,의정부시,경기도 의정부시 동일로 33-107,경기도 의정부시 장암동 392-4,37.69119559,127.051120,,2000,내수배제,2025-06-24,3820000,경기도 의정부시
신곡1동 배수펌프장,경기도,의정부시,경기도 의정부시 장곡로 346,경기도 의정부시 신곡동 615-84,37.7343187,127.0549331,,1993,내수배제,2025-06-24,3820000,경기도 의정부시
의정부3동 배수펌프장,경기도,의정부시,경기도 의정부시 경의로158번길 125,경기도 의정부시 의정부동 64-7,37.72796819,127.0513807,,1989,내수배제,2025-06-24,3820000,경기도 의정부시
의정부1동 배수펌프장,경기도,의정부시,경기도 의정부시 태평로166번길 21-14,경기도 의정부시 가능동 13-47,37.74848574,127.0504433,,1989,내수배제,2025-06-24,3820000,경기도 의정부시
태평 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 고성동1가1,35.87775575,128.5887792,,,지하차도 침수방지,2025-07-02,3450000,대구광역시 북구
서변 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 서변동 1801,35.92151951,128.5994928,,,지하차도 침수방지,2025-07-02,3450000,대구광역시 북구
고촌 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 서변동 1254-1,35.91521012,128.5977955,,,지하차도 침수방지,2025-07-02,3450000,대구광역시 북구
무태 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 서변동 1282-6,35.91395596,128.6001705,,,지하차도 침수방지,2025-07-02,3450000,대구광역시 북구
칠곡 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 태전동 940,35.93252619,128.547992,,,지하차도 침수방지,2025-07-02,3450000,대구광역시 북구
매천 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 매천동 370,35.90392858,128.5445191,,,지하차도 침수방지,2025-07-02,3450000,대구광역시 북구
칠성 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 칠성동2가 302-99,35.87507992,128.6009996,,,지하차도 침수방지,2025-07-02,3450000,대구광역시 북구
원대 지하차도 배수펌프장,대구광역시,북구,,대구광역시 중구 고성동2가 127-1,35.879248,128.580595,,,지하차도 침수방지,2025-07-02,3450000,대구광역시 북구
대구역 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 칠성동2가 302-329,35.8761953,128.600233,,,지하차도 침수방지,2025-07-02,3450000,대구광역시 북구
침산교 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 침산동 663-8,35.89920833,128.593007,,,지하차도 침수방지,2025-07-02,3450000,대구광역시 북구
효동지하차도,대전광역시,동구,,대전광역시 동구 신흥동 46-13,36.31931496,127.4439072,042-251-4877,2015,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
인동지하차도,대전광역시,동구,,대전광역시 동구 인동 352-5,36.32312297,127.4385917,042-251-4877,2016,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
신흥지하차도,대전광역시,동구,,대전광역시 동구 인동 123,36.32376336,127.4384701,042-251-4877,2016,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
대동지하차도,대전광역시,동구,,대전광역시 동구 대동 138-24,36.32954505,127.4428846,042-251-4877,2003,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
원동지하차도,대전광역시,동구,,대전광역시 동구 신안동 302-18,36.3270899,127.4373224,042-251-4877,2015,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
대전역지하차도,대전광역시,동구,,대전광역시 동구 소제동 291-7,36.33291192,127.4370681,042-251-4877,2005,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
정동지하차도,대전광역시,동구,,대전광역시 동구 삼성동 104-89,36.33672084,127.4326396,042-251-4877,2017,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
삼성지하차도,대전광역시,동구,,대전광역시 동구 삼성동 465-6,36.33918073,127.4304558,042-251-4877,2016,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
성남지하차도,대전광역시,동구,,대전광역시 동구 성남동 223-55,36.34151227,127.4290872,042-251-4877,2015,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
홍도지하차도,대전광역시,동구,,대전광역시 동구 삼성동 369-15,36.34305638,127.4245051,042-251-4877,2021,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
동산천배수펌프장,대전광역시,동구,,대전광역시 동구 성남동 236-8,36.3434466,127.4250598,042-251-4877,1987,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
현암지하보도,대전광역시,동구,,대전광역시 동구 홍도동 22-5,36.34471657,127.4252354,042-251-4877,2015,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
동산지하차도,대전광역시,동구,,대전광역시 동구 홍도동 162-6,36.34639327,127.4236633,042-251-4877,2014,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
홍도지하보도,대전광역시,동구,,대전광역시 동구 홍도동 825,36.34608177,127.4235306,042-251-4877,2015,가도교 침수피해 예방운영,2025-08-13,3640000,대전광역시 동구
매산배수펌프장,경기도,광주시,,경기도 광주시 매산동 678-13,37.35809558,127.240021,,2016,침수예방,2025-09-10,5540000,경기도 광주시
곤지암2배수펌프장,경기도,광주시,경기도 광주시 곤지암읍 광여로4번길 34,,37.34782837,127.3514131,,2017,침수예방,2025-09-10,5540000,경기도 광주시
지월배수펌프장,경기도,광주시,경기도 광주시 초월읍 경수길37번길 52-30,,37.42511377,127.2901684,,2012,침수예방,2025-09-10,5540000,경기도 광주시
역동배수펌프장,경기도,광주시,,경기도 광주시 역동 208-1,37.39323135,127.2504734,,2007,침수예방,2025-09-10,5540000,경기도 광주시
양벌2배수펌프장,경기도,광주시,,경기도 광주시 양벌동 426-25,37.38093334,127.2479196,,2003,침수예방,2025-09-10,5540000,경기도 광주시
양벌1배수펌프장,경기도,광주시,,경기도 광주시 양벌동 83,37.3908341,127.2524772,,2003,침수예방,2025-09-10,5540000,경기도 광주시
송정배수펌프장,경기도,광주시,경기도 광주시 수하길 52,,37.41477139,127.2655111,,2000,침수예방,2025-09-10,5540000,경기도 광주시
서하3배수펌프장,경기도,광주시,,경기도 광주시 초월읍 서하리 946-3,37.43218403,127.3118102,,2007,침수예방,2025-09-10,5540000,경기도 광주시
서하2배수펌프장,경기도,광주시,,경기도 광주시 초월읍 서하리 946-3,37.4321672,127.3118075,,2003,침수예방,2025-09-10,5540000,경기도 광주시
서하1배수펌프장,경기도,광주시,,경기도 광주시 초월읍 서하리 1002-1,37.4297243,127.3087809,,2003,침수예방,2025-09-10,5540000,경기도 광주시
무갑리배수펌프장,경기도,광주시,,경기도 광주시 초월읍 무갑리 699,37.4273619,127.3057951,,2003,침수예방,2025-09-10,5540000,경기도 광주시
곤지암1배수펌프장,경기도,광주시,경기도 광주시 곤지암읍 곤지암로 70-36,,37.35090438,127.3374213,,2016,침수예방,2025-09-10,5540000,경기도 광주시
고산배수펌프장,경기도,광주시,,경기도 광주시 고산동 6-14,37.37840076,127.2448227,,2009,침수예방,2025-09-10,5540000,경기도 광주시
장지배수펌프장,경기도,광주시,경기도 광주시 포은대로 706,,37.3886017,127.2460331,,2012,침수예방,2025-09-10,5540000,경기도 광주시
경안배수펌프장,경기도,광주시,경기도 광주시 파발로 51,,37.41134365,127.261833,,1998,침수예방,2025-09-10,5540000,경기도 광주시
권곡 배수펌프장,충청남도,아산시,,충청남도 아산시 권곡동 153-1,36.79613845,127.01374860,,2019,복합,2025-08-27,4520000,충청남도 아산시
구령 배수펌프장,충청남도,아산시,,충청남도 아산시 탕정면 갈산리 745-79,36.78869303,127.05334910,,2016,복합,2025-08-27,4520000,충청남도 아산시
송곡 배수펌프장,충청남도,아산시,,충청남도 아산시 염치읍 석정리 79-6,36.79851264,127.00597360,,2015,복합,2025-08-27,4520000,충청남도 아산시
염성 배수펌프장,충청남도,아산시,,충청남도 아산시 염치읍 염성리 252-40,36.81264342,126.96734470,,2012,복합,2025-08-27,4520000,충청남도 아산시
석정1-2 배수펌프장,충청남도,아산시,,충청남도 아산시 염치읍 석정리 52-6,36.79865310,127.00021630,,1992,복합,2025-08-27,4520000,충청남도 아산시
인천교매립지빗물펌프장,인천광역시,동구,인천광역시 동구 중봉대로 113-134,인천광역시 동구 송현동 147번지,37.493035,126.6433548,032-770-6886,1990,침수방지,2025-08-01,3501000,인천광역시 제물포구
제1일반산업단지 망제지구 제2 배수펌프장,전북특별자치도,정읍시,,전북특별자치도 정읍시 망제동 41-6,35.60646297,126.8437763,063-539-5675,2013,재난대응용,2025-08-01,4691000,전북특별자치도 정읍시
제1일반산업단지 망제지구 제1 배수펌프장,전북특별자치도,정읍시,,전북특별자치도 정읍시 영파동 498-2,35.6083841,126.8464783,063-539-5675,2013,재난대응용,2025-08-01,4691000,전북특별자치도 정읍시
대림3 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 도신로 1,서울특별시 영등포구 대림동 611,37.5042932,126.8944197,2670-4058,1980,풍수해대비,2025-08-01,3180000,서울특별시 영등포구
대림2 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 도림천로 21길 1,서울특별시 영등포구 대림동 995-1,37.48585464,126.9017211,2670-4061,1992,풍수해대비,2025-08-01,3180000,서울특별시 영등포구
신길 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 영등포로343-10,서울특별시 영등포구 신길동 53,37.51637872,126.9181375,2670-4054,1989,풍수해대비,2025-08-01,3180000,서울특별시 영등포구
도림2 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 대방천로 29-18,서울특별시 영등포구 도림동 254,37.50620386,126.8975779,2670-4059,1982,풍수해대비,2025-08-01,3180000,서울특별시 영등포구
영등포 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 경인로 114길 19,서울특별시 영등포구 영등포동2가 5-2,37.51811643,126.9155046,2670-4060,1990,풍수해대비,2025-08-01,3180000,서울특별시 영등포구
문래 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 도림천로 62,서울특별시 영등포구 문래동5가 35,37.51532066,126.8832866,2670-4055,1989,풍수해대비,2025-08-01,3180000,서울특별시 영등포구
양평2 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 양평로171,서울특별시 영등포구 양평동 35-2,37.52554123,126.8840668,2670-4057,1990,풍수해대비,2025-08-01,3180000,서울특별시 영등포구
양평1 빗물펌프장,서울특별시,영등포구,서울특별시 영등포구 선유로 35길22,서울특별시 영등포구 양평동 3가 57,37.52875339,126.8909801,2670-4056,1988,풍수해대비,2025-08-01,3180000,서울특별시 영등포구
미장2배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 공단대로 146,전북특별자치도 군산시 미장동 542-2,35.959901,126.725601,063-454-3875,2016,우수배제,2025-08-04,4671000,전북특별자치도 군산시
미장1배수펌프장,전북특별자치도,군산시,전북특별자치도 군산시 경포천로 88,전북특별자치도 군산시 미장동 484-2,35.967101,126.724001,063-454-3875,2016,우수배제,2025-08-04,4671000,전북특별자치도 군산시
중동1배수펌프장,전북특별자치도,군산시,,전북특별자치도 군산시 금암동 273-17,35.984601,126.727501,063-454-3875,2018,우수배제,2025-08-04,4671000,전북특별자치도 군산시
구남,부산광역시,북구,부산광역시 북구 구포만세길 10,,35.2026381,128.995304,051-309-4677,2003,침수예방,2025-08-20,3320000,부산광역시 북구
봉서3리간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 봉서리 1165-2,37.8541301469,126.7988945455,,2001,침수방지,2025-07-21,4060000,경기도 파주시
봉서2리간이배수펌프장,경기도,파주시,경기도 파주시 파주읍 문산역로 49-107,경기도 파주시 파주읍 봉서리 1303-12,37.8496195852,126.783534476,,2002,침수방지,2025-07-21,4060000,경기도 파주시
봉암1리간이배수펌프장,경기도,파주시,,경기도 파주시 파주읍 봉암리 520-23,37.8142478072,126.7959860139,,2001,침수방지,2025-07-21,4060000,경기도 파주시
능안리간이배수펌프장,경기도,파주시,,경기도 파주시 조리읍 능안리 40-1,37.7419497288,126.7928567326,,2008,침수방지,2025-07-21,4060000,경기도 파주시
봉일천4리간이배수펌프장,경기도,파주시,,경기도 파주시 조리읍 봉일천리 80-22,37.7403268821,126.8221653655,,1996,침수방지,2025-07-21,4060000,경기도 파주시
장례식장간이배수펌프장,경기도,파주시,,경기도 파주시 문산읍 선유리 966-13,37.8594459788,126.7888306909,,2008,침수방지,2025-07-21,4060000,경기도 파주시
사목리간이배수펌프장,경기도,파주시,,경기도 파주시 문산읍 사목리 204-6,37.8692583505,126.7508430604,,2003,침수방지,2025-07-21,4060000,경기도 파주시
문산4-3간이배수펌프장,경기도,파주시,경기도 파주시 문산읍 문향로68번길 43-3,경기도 파주시 문산읍 문산리 17-23,37.8562611924,126.7867332134,,2002,침수방지,2025-07-21,4060000,경기도 파주시
문산4-2간이배수펌프장,경기도,파주시,경기도 파주시 문산읍 문향로68번길 43-3,경기도 파주시 문산읍 문산리 17-23,37.8562611924,126.7867332134,,2002,침수방지,2025-07-21,4060000,경기도 파주시
문산4-1간이배수펌프장,경기도,파주시,경기도 파주시 문산읍 문향로68번길 43-3,경기도 파주시 문산읍 문산리 17-23,37.8562611924,126.7867332134,,2002,침수방지,2025-07-21,4060000,경기도 파주시
문산5간이배수펌프장,경기도,파주시,경기도 파주시 문산읍 개포래로 34,경기도 파주시 문산읍 문산리 35-8,37.852754329,126.7848979142,,1995,침수방지,2025-07-21,4060000,경기도 파주시
문산2간이배수펌프장,경기도,파주시,,경기도 파주시 문산읍 문산리 140-40,37.8590308649,126.7767317116,,2001,침수방지,2025-07-21,4060000,경기도 파주시
금촌제1교배수펌프장,경기도,파주시,경기도 파주시 새꽃로 243,경기도 파주시 아동동 311-3,37.7674816752,126.7787912124,,2008,침수방지,2025-07-21,4060000,경기도 파주시
금촌2배수펌프장,경기도,파주시,경기도 파주시 강천길 58-98,경기도 파주시 금촌동 890,37.7607031686,126.762935853,,2000,침수방지,2025-07-21,4060000,경기도 파주시
금촌기존배수펌프장,경기도,파주시,경기도 파주시 평화로 86,경기도 파주시 금촌동 366-1,37.765197605,126.7703410459,,1995,침수방지,2025-07-21,4060000,경기도 파주시
운정배수펌프장,경기도,파주시,경기도 파주시 소리천로 215,경기도 파주시 와동동 1478,37.734355987,126.770377919,,2012,침수방지,2025-07-21,4060000,경기도 파주시
문발배수펌프장,경기도,파주시,경기도 파주시 직지길 457-50,경기도 파주시 문발동 647,37.7209758631,126.6882446154,,2012,침수방지,2025-07-21,4060000,경기도 파주시
두포삼거리배수펌프장,경기도,파주시,경기도 파주시 파평면 파평산로 561,경기도 파주시 파평면 두포리 397-2,37.9045043117,126.8254911763,,2004,침수방지,2025-07-21,4060000,경기도 파주시
두포배수펌프장,경기도,파주시,경기도 파주시 파평면 파평산로 498-8,경기도 파주시 파평면 두포리 353-1,37.9031950607,126.8337057214,,2002,침수방지,2025-07-21,4060000,경기도 파주시
두지배수펌프장,경기도,파주시,경기도 파주시 적성면 율곡로 1934,경기도 파주시 적성면 두지리 61-2,37.9679657897,126.8998184436,,2010,침수방지,2025-07-21,4060000,경기도 파주시
가월리배수펌프장,경기도,파주시,경기도 파주시 적성면 가월로 133-110,경기도 파주시 적성면 가월리 1126,37.9725233258,126.8985367744,,2008,침수방지,2025-07-21,4060000,경기도 파주시
봉일천배수펌프장,경기도,파주시,경기도 파주시 조리읍 송비말길 79-48,경기도 파주시 조리읍 봉일천리 197-11,37.7443582422,126.8025988747,,2000,침수방지,2025-07-21,4060000,경기도 파주시
선유4배수펌프장,경기도,파주시,경기도 파주시 문산읍 독서울2길 46-94,경기도 파주시 문산읍 선유리 1176,37.860737571,126.8028153738,,2000,침수방지,2025-07-21,4060000,경기도 파주시
선유3배수펌프장,경기도,파주시,경기도 파주시 문산읍 통일로 1626-37,경기도 파주시 문산읍 선유리 1392-6,37.8538069555,126.7898128911,,2000,침수방지,2025-07-21,4060000,경기도 파주시
